epoch,train_loss,val_mse,beta,lr
40,-0.7871255775292715,0.12380047142505646,1.0,0.0015
41,-0.7924496829509735,0.11722496105358005,1.0,0.0015
42,-0.6378444929917654,0.1494130538776517,1.0,0.0015
43,-0.8017735580603281,0.14098632708191872,1.0,0.0015
44,-0.7744764983654022,0.12027184572070837,1.0,0.0015
45,-0.7297280728816986,0.10987605340778828,1.0,0.0015
46,-0.7588736712932587,0.10422217380255461,1.0,0.0015
47,-0.7448807855447134,0.14205284602940083,1.0,0.0015
48,-0.8428178826967875,0.11529617803171277,1.0,0.0015
49,-0.7899849116802216,0.1172643918544054,1.0,0.0015
50,-0.7530330220858256,0.11970557272434235,1.0,0.0015
51,-0.7696262846390406,0.11746702343225479,1.0,0.0015
52,-0.8507083753744761,0.11218129377812147,1.0,0.0015
53,-0.8113336066404978,0.11059577763080597,1.0,0.0015
54,-0.7073759039243063,0.13079474680125713,1.0,0.0015
55,-0.8304117520650228,0.13496332243084908,1.0,0.0015
56,-0.7467693239450455,0.13242590986192226,1.0,0.0015
57,-0.7223665316899618,0.10376121150329709,1.0,0.0015
58,-0.908697764078776,0.11312342016026378,1.0,0.0015
59,-0.9189130465189616,0.10880262311547995,1.0,0.0015
60,-0.8723282416661581,0.10149516211822629,1.0,0.0015
61,-0.7946278850237528,0.13627127557992935,1.0,0.0015
62,-0.835336317618688,0.11669261427596211,1.0,0.0015
63,-0.7663637499014536,0.10793849546462297,1.0,0.0015
64,-0.9015788733959198,0.1719288220629096,1.0,0.0015
65,-0.8610116839408875,0.11305472813546658,1.0,0.0015
66,-0.909260630607605,0.10003222851082683,1.0,0.0015
67,-0.9483837485313416,0.10138770146295428,1.0,0.0015
68,-0.873409241437912,0.10633420199155807,1.0,0.0015
69,-0.9684260586897532,0.10235210042446852,1.0,0.0015
70,-0.8687751392523447,0.10588675690814853,1.0,0.0015
71,-0.9093321760495504,0.10786655312404037,1.0,0.0015
72,-0.9088811576366425,0.1440412262454629,1.0,0.0015
73,-0.8428869843482971,0.1415485222823918,1.0,0.0015
74,-0.9063929120699564,0.12031203135848045,1.0,0.0015
75,-0.839025467634201,0.105964919552207,1.0,0.0015
76,-0.8824845552444458,0.10903556598350406,1.0,0.0015
77,-0.8715460697809855,0.10454100696370006,1.0,0.00075
78,-0.8070874114831289,0.10507739428430796,1.0,0.00075
79,-0.8989093999067942,0.10668969433754683,1.0,0.00075
80,-1.015845278898875,0.09809700073674321,1.0,0.00075
81,-0.9121998051802317,0.10265552485361695,1.0,0.00075
82,-0.9223999083042145,0.10484851896762848,1.0,0.00075
83,-0.9127529958883921,0.11547069996595383,1.0,0.00075
84,-0.9770924746990204,0.09813517332077026,1.0,0.00075
85,-1.0263551076253254,0.09936519851908088,1.0,0.00075
86,-0.9139371414979299,0.09639991587027907,1.0,0.00075
87,-0.9903244972229004,0.09057311643846333,1.0,0.00075
88,-0.9238547682762146,0.09377201995812356,1.0,0.00075
89,-1.0205603539943695,0.11878691241145134,1.0,0.00075
90,-0.8753507634003957,0.09323001187294722,1.0,0.00075
91,-0.9821303089459738,0.10613899817690253,1.0,0.00075
92,-0.9884658257166544,0.10127188172191381,1.0,0.00075
93,-0.9585887293020884,0.10026595182716846,1.0,0.00075
94,-1.0184261401494343,0.1009281245060265,1.0,0.00075
95,-0.9443424642086029,0.09697460290044546,1.0,0.00075
96,-0.9245357612768809,0.10361570352688432,1.0,0.00075
97,-0.9798112511634827,0.11544473376125097,1.0,0.00075
98,-0.9899063607056936,0.10704944934695959,1.0,0.000375
99,-1.0608093440532684,0.09905290976166725,1.0,0.000375
100,-0.9878101348876953,0.09830804821103811,1.0,0.000375
101,-1.0468074878056843,0.09438983723521233,1.0,0.000375
102,-0.9855435490608215,0.09048034669831395,1.0,0.000375
103,-1.0221863389015198,0.10236489539965987,1.0,0.000375
104,-1.0549203554789226,0.09565933584235609,1.0,0.000375
105,-0.9844168722629547,0.10702556930482388,1.0,0.000375
106,-0.9957349896430969,0.10009978851303458,1.0,0.000375
107,-1.0419663190841675,0.09645688021555543,1.0,0.000375
108,-0.9507388373215994,0.09305112482979894,1.0,0.000375
109,-1.072475105524063,0.09201053716242313,1.0,0.000375
110,-0.9352531929810842,0.09072301769629121,1.0,0.000375
111,-1.0222584505875905,0.09659357322379947,1.0,0.000375
112,-1.0081020692984264,0.09107384132221341,1.0,0.000375
113,-1.0673990547657013,0.09682987863197923,1.0,0.0001875
114,-0.9291328291098276,0.09424387291073799,1.0,0.0001875
115,-0.9767858584721884,0.09393459977582097,1.0,0.0001875
116,-1.0563278794288635,0.0950352493673563,1.0,0.0001875
117,-0.9636657337347666,0.0881537776440382,1.0,0.0001875
118,-1.0731260081132252,0.093517797999084,1.0,0.0001875
119,-0.982956995566686,0.09114823583513498,1.0,0.0001875
120,-0.9869597057501475,0.09089092537760735,1.0,0.0001875
121,-1.0357189079125722,0.09387997956946492,1.0,0.0001875
122,-1.0618083377679188,0.09299166919663548,1.0,0.0001875
123,-1.086065302292506,0.09678784711286426,1.0,0.0001875
124,-1.0036541720231373,0.09221631870605052,1.0,0.0001875
125,-0.9542520145575205,0.09403363475576043,1.0,0.0001875
126,-1.0291428466637929,0.09088826412335038,1.0,0.0001875
127,-0.9946087797482809,0.09336147550493479,1.0,0.0001875
128,-1.0795759956041973,0.0906050733756274,1.0,0.0001
129,-1.1349055965741475,0.09724572021514177,1.0,0.0001
130,-0.9985658427079519,0.0950893945991993,1.0,0.0001
131,-0.9201010862986246,0.09175644931383431,1.0,0.0001
132,-1.0693638324737549,0.09418614068999887,1.0,0.0001
133,-1.0427255431811016,0.08967918809503317,1.0,0.0001
134,-0.879823903242747,0.09170836582779884,1.0,0.0001
135,-0.9910106956958771,0.09142496204003692,1.0,0.0001
136,-0.9732636908690134,0.09070073463954031,1.0,0.0001
137,-0.9815376698970795,0.09562593279406428,1.0,0.0001
138,-1.1073849300543468,0.09107886906713247,1.0,0.0001
139,-1.0181204974651337,0.09106372762471437,1.0,0.0001
140,-1.0247255464394887,0.09466889780014753,1.0,0.0001
141,-1.107839475075404,0.0911903097294271,1.0,0.0001
142,-0.9359168310960134,0.09281842177733779,1.0,0.0001
143,-1.0769614775975545,0.0958204809576273,1.0,0.0001
144,-1.0738141139348347,0.09139226982370019,1.0,0.0001
145,-0.9982093870639801,0.09270826680585742,1.0,0.0001
146,-1.0484071969985962,0.0940991179086268,1.0,0.0001
147,-0.9906916121641794,0.0908595472574234,1.0,0.0001
