epoch,train_loss,val_mse,beta,lr
57,-0.5072224305287815,0.2079556081444025,1.0,0.003
58,-0.5463942965517063,0.20290946401655674,1.0,0.003
59,-0.5355321281029708,0.21233795583248138,1.0,0.003
60,-0.5839163944167839,0.19724203273653984,1.0,0.003
61,-0.565639783551326,0.20274385623633862,1.0,0.003
62,-0.5221390696289344,0.20305977575480938,1.0,0.003
63,-0.5430952782621035,0.19356978870928288,1.0,0.003
64,-0.608902062411981,0.19225711561739445,1.0,0.003
65,-0.5789550917618648,0.1931193768978119,1.0,0.003
66,-0.57655425328989,0.19436157494783401,1.0,0.003
67,-0.5645633150016771,0.20939471200108528,1.0,0.003
68,-0.5578853184972773,0.2142455279827118,1.0,0.003
69,-0.5994229790300311,0.20886326394975185,1.0,0.003
70,-0.5563865832896915,0.2028313521295786,1.0,0.003
71,-0.591656031937175,0.19908995740115643,1.0,0.003
72,-0.5502668153805375,0.1912009585648775,1.0,0.003
73,-0.5935726377144654,0.18368633463978767,1.0,0.003
74,-0.590325150723777,0.21420978382229805,1.0,0.003
75,-0.5311979166387346,0.1989924255758524,1.0,0.003
76,-0.6048101177572416,0.19058328308165073,1.0,0.003
77,-0.5517500693688142,0.1859776061028242,1.0,0.003
78,-0.5368491559970625,0.1905769556760788,1.0,0.003
79,-0.5779497690615785,0.1863546445965767,1.0,0.003
80,-0.5688804211568498,0.19176051020622253,1.0,0.003
81,-0.6016229372385141,0.1979868784546852,1.0,0.003
82,-0.539724371336516,0.1884610839188099,1.0,0.003
83,-0.6015241961098339,0.19051934778690338,1.0,0.003
84,-0.5996756739778337,0.2066456750035286,1.0,0.0015
85,-0.6049142258225406,0.19348227605223656,1.0,0.0015
86,-0.587105067064148,0.18856058828532696,1.0,0.0015
87,-0.6156505172174273,0.19088761694729328,1.0,0.0015
88,-0.60999074620654,0.19348038733005524,1.0,0.0015
89,-0.6358497008270849,0.19560940377414227,1.0,0.0015
90,-0.5226864656816879,0.189894562587142,1.0,0.0015
91,-0.5985825618359187,0.18755323626101017,1.0,0.0015
92,-0.6310040426461409,0.19194428622722626,1.0,0.0015
93,-0.6245930969791618,0.19337885826826096,1.0,0.0015
94,-0.6141158130694052,0.18930703215301037,1.0,0.0015
95,-0.61811109974514,0.19033724628388882,1.0,0.00075
96,-0.6277612610976168,0.18489419296383858,1.0,0.00075
97,-0.6147553796581766,0.18966310285031796,1.0,0.00075
98,-0.6465134331558379,0.18321987614035606,1.0,0.00075
99,-0.6489370163047946,0.1902370247989893,1.0,0.00075
100,-0.6116657145920859,0.18820271827280521,1.0,0.00075
101,-0.6463999430464079,0.1874181590974331,1.0,0.00075
102,-0.5963469334810999,0.18648909963667393,1.0,0.00075
103,-0.6494340133732899,0.18479870446026325,1.0,0.00075
104,-0.6249041212477163,0.18274679593741894,1.0,0.00075
105,-0.6384404601990994,0.18673915788531303,1.0,0.00075
106,-0.5956720712389924,0.18865863233804703,1.0,0.00075
107,-0.6125310137448653,0.18877949938178062,1.0,0.00075
108,-0.6293574624276252,0.18513193167746067,1.0,0.00075
109,-0.6380848724051894,0.18759284541010857,1.0,0.00075
110,-0.5953448431102765,0.1902894228696823,1.0,0.00075
111,-0.6094652253791274,0.18424124084413052,1.0,0.00075
112,-0.6355859949200631,0.18373907543718815,1.0,0.00075
113,-0.6237066815937244,0.184156509116292,1.0,0.00075
114,-0.6358611387754077,0.18841323256492615,1.0,0.00075
115,-0.571995273922424,0.18425673618912697,1.0,0.000375
116,-0.5519752344676521,0.1847937200218439,1.0,0.000375
117,-0.6683771502101912,0.18737204745411873,1.0,0.000375
118,-0.6125055696642026,0.18620561435818672,1.0,0.000375
119,-0.6054224732868622,0.1856725923717022,1.0,0.000375
120,-0.6602418022137402,0.18453340977430344,1.0,0.000375
121,-0.6375884031723371,0.18475952744483948,1.0,0.000375
122,-0.6509922018984673,0.1849534623324871,1.0,0.000375
123,-0.6380353769000043,0.18442179448902607,1.0,0.000375
124,-0.6301687810449,0.1848106998950243,1.0,0.000375
125,-0.6077833860562388,0.1836284939199686,1.0,0.000375
126,-0.5843082927318207,0.1834621224552393,1.0,0.0001875
127,-0.6290282943439643,0.18385848961770535,1.0,0.0001875
128,-0.6851933205077109,0.1847833041101694,1.0,0.0001875
129,-0.6619189554252233,0.18592606112360954,1.0,0.0001875
130,-0.6580063410685156,0.18547865375876427,1.0,0.0001875
131,-0.6352153716205974,0.1846266556531191,1.0,0.0001875
132,-0.6504872595525962,0.18524594977498055,1.0,0.0001875
133,-0.6678064140048099,0.1856229081749916,1.0,0.0001875
134,-0.5709687890016923,0.18544564209878445,1.0,0.0001875
